_id,Term,First Name,Last Name,Committee,MTG #,Session Date,Session Type,Session Start-End Time,Present
2617,2022-2026,Shelley,Carroll,North York Community Council,7,2023-09-07,Morning,09:45AM - 11:39AM,Y
2618,2022-2026,Lily,Cheng,North York Community Council,7,2023-09-07,Morning,09:45AM - 11:39AM,Y
2619,2022-2026,Mike,Colle,North York Community Council,7,2023-09-07,Morning,09:45AM - 11:39AM,Y
2620,2022-2026,James,Pasternak,North York Community Council,7,2023-09-07,Morning,09:45AM - 11:39AM,Y
2621,2022-2026,Jaye,Robinson,North York Community Council,7,2023-09-07,Morning,09:45AM - 11:39AM,N
2622,2022-2026,Paul,Ainslie,Scarborough Community Council,7,2023-09-08,Morning,09:31AM - 11:13AM,Y
2623,2022-2026,Nick,Mantas,Scarborough Community Council,7,2023-09-08,Morning,09:31AM - 11:13AM,Y
2624,2022-2026,Jennifer,McKelvie,Scarborough Community Council,7,2023-09-08,Morning,09:31AM - 11:13AM,Y
2625,2022-2026,Jamaal,Myers,Scarborough Community Council,7,2023-09-08,Morning,09:31AM - 11:13AM,Y
2626,2022-2026,Michael,Thompson,Scarborough Community Council,7,2023-09-08,Morning,09:31AM - 11:13AM,Y
2627,2022-2026,Alejandra,Bravo,Board of Health,6,2023-09-11,Morning,09:34AM - 12:52PM,Y
2628,2022-2026,Ausma,Malik,Board of Health,6,2023-09-11,Morning,09:34AM - 12:52PM,Y
2629,2022-2026,Chris,Moise,Board of Health,6,2023-09-11,Morning,09:34AM - 12:52PM,Y
2630,2022-2026,Amber,Morley,Board of Health,6,2023-09-11,Morning,09:34AM - 12:52PM,Y
2631,2022-2026,Gord,Perks,Board of Health,6,2023-09-11,Morning,09:34AM - 12:52PM,Y
2632,2022-2026,Michael,Thompson,Board of Health,6,2023-09-11,Morning,09:34AM - 12:52PM,Y
2633,2022-2026,Gord,Perks,Toronto Preservation Board,9,2023-09-12,Morning,09:34AM - 10:05AM,Y
2634,2022-2026,Paul,Ainslie,Board of Governors of Exhibition Place,5,2023-09-15,Morning,09:38AM - 11:05AM,Y
2635,2022-2026,Vincent,Crisanti,Board of Governors of Exhibition Place,5,2023-09-15,Morning,09:38AM - 11:05AM,Y
2636,2022-2026,Ausma,Malik,Board of Governors of Exhibition Place,5,2023-09-15,Morning,09:38AM - 11:05AM,Y
2637,2022-2026,Chris,Moise,Board of Governors of Exhibition Place,5,2023-09-15,Morning,09:38AM - 11:05AM,Y
2638,2022-2026,Anthony,Perruzza,Board of Governors of Exhibition Place,5,2023-09-15,Morning,09:38AM - 11:05AM,Y
2639,2022-2026,Paul,Ainslie,Board of Governors of Exhibition Place,5,2023-09-15,Morning,11:20AM - 11:44AM,Y
2640,2022-2026,Vincent,Crisanti,Board of Governors of Exhibition Place,5,2023-09-15,Morning,11:20AM - 11:44AM,Y
2641,2022-2026,Ausma,Malik,Board of Governors of Exhibition Place,5,2023-09-15,Morning,11:20AM - 11:44AM,Y
2642,2022-2026,Chris,Moise,Board of Governors of Exhibition Place,5,2023-09-15,Morning,11:20AM - 11:44AM,Y
2643,2022-2026,Anthony,Perruzza,Board of Governors of Exhibition Place,5,2023-09-15,Morning,11:20AM - 11:44AM,Y
2644,2022-2026,Paul,Ainslie,Board of Governors of Exhibition Place,5,2023-09-15,Morning,11:47AM - 11:59AM,Y
2645,2022-2026,Vincent,Crisanti,Board of Governors of Exhibition Place,5,2023-09-15,Morning,11:47AM - 11:59AM,Y
2646,2022-2026,Ausma,Malik,Board of Governors of Exhibition Place,5,2023-09-15,Morning,11:47AM - 11:59AM,Y
2647,2022-2026,Chris,Moise,Board of Governors of Exhibition Place,5,2023-09-15,Morning,11:47AM - 11:59AM,Y
2648,2022-2026,Anthony,Perruzza,Board of Governors of Exhibition Place,5,2023-09-15,Morning,11:47AM - 11:59AM,Y
2649,2022-2026,Vincent,Crisanti,Etobicoke York Community Council,7,2023-09-18,Morning,09:43AM - 23:37PM,Y
2650,2022-2026,Stephen,Holyday,Etobicoke York Community Council,7,2023-09-18,Morning,09:43AM - 23:37PM,Y
2651,2022-2026,Amber,Morley,Etobicoke York Community Council,7,2023-09-18,Morning,09:43AM - 23:37PM,Y
2652,2022-2026,Frances,Nunziata,Etobicoke York Community Council,7,2023-09-18,Morning,09:43AM - 23:37PM,Y
2653,2022-2026,Anthony,Perruzza,Etobicoke York Community Council,7,2023-09-18,Morning,09:43AM - 23:37PM,Y
2654,2022-2026,Brad,Bradford,Toronto and East York Community Council,7,2023-09-19,Morning,09:38AM - 12:26PM,Y
2655,2022-2026,Alejandra,Bravo,Toronto and East York Community Council,7,2023-09-19,Morning,09:38AM - 12:26PM,Y
2656,2022-2026,Paula,Fletcher,Toronto and East York Community Council,7,2023-09-19,Morning,09:38AM - 12:26PM,Y
2657,2022-2026,Ausma,Malik,Toronto and East York Community Council,7,2023-09-19,Morning,09:38AM - 12:26PM,Y
2658,2022-2026,Josh,Matlow,Toronto and East York Community Council,7,2023-09-19,Morning,09:38AM - 12:26PM,Y
2659,2022-2026,Chris,Moise,Toronto and East York Community Council,7,2023-09-19,Morning,09:38AM - 12:26PM,Y
2660,2022-2026,Gord,Perks,Toronto and East York Community Council,7,2023-09-19,Morning,09:38AM - 12:26PM,Y
2661,2022-2026,Dianne,Saxe,Toronto and East York Community Council,7,2023-09-19,Morning,09:38AM - 12:26PM,Y
2662,2022-2026,Brad,Bradford,Toronto and East York Community Council,7,2023-09-19,Afternoon,13:39PM - 14:31PM,Y
2663,2022-2026,Alejandra,Bravo,Toronto and East York Community Council,7,2023-09-19,Afternoon,13:39PM - 14:31PM,Y
2664,2022-2026,Paula,Fletcher,Toronto and East York Community Council,7,2023-09-19,Afternoon,13:39PM - 14:31PM,Y
2665,2022-2026,Ausma,Malik,Toronto and East York Community Council,7,2023-09-19,Afternoon,13:39PM - 14:31PM,Y
2666,2022-2026,Josh,Matlow,Toronto and East York Community Council,7,2023-09-19,Afternoon,13:39PM - 14:31PM,Y
2667,2022-2026,Chris,Moise,Toronto and East York Community Council,7,2023-09-19,Afternoon,13:39PM - 14:31PM,Y
2668,2022-2026,Gord,Perks,Toronto and East York Community Council,7,2023-09-19,Afternoon,13:39PM - 14:31PM,Y
2669,2022-2026,Dianne,Saxe,Toronto and East York Community Council,7,2023-09-19,Afternoon,13:39PM - 14:31PM,Y
2670,2022-2026,Mike,Colle,Infrastructure and Environment Committee,6,2023-09-20,Morning,09:36AM - 09:57AM,Y
2671,2022-2026,Jennifer,McKelvie,Infrastructure and Environment Committee,6,2023-09-20,Morning,09:36AM - 09:57AM,Y
2672,2022-2026,Amber,Morley,Infrastructure and Environment Committee,6,2023-09-20,Morning,09:36AM - 09:57AM,Y
2673,2022-2026,James,Pasternak,Infrastructure and Environment Committee,6,2023-09-20,Morning,09:36AM - 09:57AM,N
2674,2022-2026,Anthony,Perruzza,Infrastructure and Environment Committee,6,2023-09-20,Morning,09:36AM - 09:57AM,Y
2675,2022-2026,Dianne,Saxe,Infrastructure and Environment Committee,6,2023-09-20,Morning,09:36AM - 09:57AM,Y
2676,2022-2026,Mike,Colle,Infrastructure and Environment Committee,6,2023-09-20,Morning,09:59AM - 12:25PM,Y
2677,2022-2026,Jennifer,McKelvie,Infrastructure and Environment Committee,6,2023-09-20,Morning,09:59AM - 12:25PM,Y
2678,2022-2026,Amber,Morley,Infrastructure and Environment Committee,6,2023-09-20,Morning,09:59AM - 12:25PM,Y
2679,2022-2026,James,Pasternak,Infrastructure and Environment Committee,6,2023-09-20,Morning,09:59AM - 12:25PM,N
2680,2022-2026,Anthony,Perruzza,Infrastructure and Environment Committee,6,2023-09-20,Morning,09:59AM - 12:25PM,Y
2681,2022-2026,Dianne,Saxe,Infrastructure and Environment Committee,6,2023-09-20,Morning,09:59AM - 12:25PM,Y
2682,2022-2026,Lily,Cheng,Board of Directors of TO Live,6,2023-09-20,Afternoon,12:37PM - 13:49PM,Y
2683,2022-2026,Paula,Fletcher,Board of Directors of TO Live,6,2023-09-20,Afternoon,12:37PM - 13:49PM,N
2684,2022-2026,Chris,Moise,Board of Directors of TO Live,6,2023-09-20,Afternoon,12:37PM - 13:49PM,Y
2685,2022-2026,Mike,Colle,Infrastructure and Environment Committee,6,2023-09-20,Afternoon,13:34PM - 14:06PM,Y
2686,2022-2026,Jennifer,McKelvie,Infrastructure and Environment Committee,6,2023-09-20,Afternoon,13:34PM - 14:06PM,Y
2687,2022-2026,Amber,Morley,Infrastructure and Environment Committee,6,2023-09-20,Afternoon,13:34PM - 14:06PM,Y
2688,2022-2026,James,Pasternak,Infrastructure and Environment Committee,6,2023-09-20,Afternoon,13:34PM - 14:06PM,N
2689,2022-2026,Anthony,Perruzza,Infrastructure and Environment Committee,6,2023-09-20,Afternoon,13:34PM - 14:06PM,Y
2690,2022-2026,Dianne,Saxe,Infrastructure and Environment Committee,6,2023-09-20,Afternoon,13:34PM - 14:06PM,Y
2691,2022-2026,Lily,Cheng,Board of Directors of TO Live,6,2023-09-20,Afternoon,13:51PM - 14:46PM,Y
2692,2022-2026,Paula,Fletcher,Board of Directors of TO Live,6,2023-09-20,Afternoon,13:51PM - 14:46PM,N
2693,2022-2026,Chris,Moise,Board of Directors of TO Live,6,2023-09-20,Afternoon,13:51PM - 14:46PM,Y
2694,2022-2026,Mike,Colle,Infrastructure and Environment Committee,6,2023-09-20,Afternoon,14:10PM - 14:49PM,Y
2695,2022-2026,Jennifer,McKelvie,Infrastructure and Environment Committee,6,2023-09-20,Afternoon,14:10PM - 14:49PM,Y
2696,2022-2026,Amber,Morley,Infrastructure and Environment Committee,6,2023-09-20,Afternoon,14:10PM - 14:49PM,Y
2697,2022-2026,James,Pasternak,Infrastructure and Environment Committee,6,2023-09-20,Afternoon,14:10PM - 14:49PM,N
2698,2022-2026,Anthony,Perruzza,Infrastructure and Environment Committee,6,2023-09-20,Afternoon,14:10PM - 14:49PM,Y
2699,2022-2026,Dianne,Saxe,Infrastructure and Environment Committee,6,2023-09-20,Afternoon,14:10PM - 14:49PM,Y
2700,2022-2026,Lily,Cheng,Board of Directors of TO Live,6,2023-09-20,Afternoon,14:47PM - 14:50PM,Y
2701,2022-2026,Paula,Fletcher,Board of Directors of TO Live,6,2023-09-20,Afternoon,14:47PM - 14:50PM,N
2702,2022-2026,Chris,Moise,Board of Directors of TO Live,6,2023-09-20,Afternoon,14:47PM - 14:50PM,Y
2703,2022-2026,Alejandra,Bravo,Economic and Community Development Committee ,6,2023-09-21,Morning,09:41AM - 12:00PM,Y
2704,2022-2026,Shelley,Carroll,Economic and Community Development Committee ,6,2023-09-21,Morning,09:41AM - 12:00PM,Y
2705,2022-2026,Paula,Fletcher,Economic and Community Development Committee ,6,2023-09-21,Morning,09:41AM - 12:00PM,Y
2706,2022-2026,Ausma,Malik,Economic and Community Development Committee ,6,2023-09-21,Morning,09:41AM - 12:00PM,Y
2707,2022-2026,Chris,Moise,Economic and Community Development Committee ,6,2023-09-21,Morning,09:41AM - 12:00PM,Y
2708,2022-2026,Jaye,Robinson,Economic and Community Development Committee ,6,2023-09-21,Morning,09:41AM - 12:00PM,Y
2709,2022-2026,Alejandra,Bravo,Economic and Community Development Committee ,6,2023-09-21,Afternoon,13:23PM - 17:22PM,Y
2710,2022-2026,Shelley,Carroll,Economic and Community Development Committee ,6,2023-09-21,Afternoon,13:23PM - 17:22PM,Y
2711,2022-2026,Paula,Fletcher,Economic and Community Development Committee ,6,2023-09-21,Afternoon,13:23PM - 17:22PM,Y
2712,2022-2026,Ausma,Malik,Economic and Community Development Committee ,6,2023-09-21,Afternoon,13:23PM - 17:22PM,Y
2713,2022-2026,Chris,Moise,Economic and Community Development Committee ,6,2023-09-21,Afternoon,13:23PM - 17:22PM,Y
2714,2022-2026,Jaye,Robinson,Economic and Community Development Committee ,6,2023-09-21,Afternoon,13:23PM - 17:22PM,Y
2715,2022-2026,Paul,Ainslie,Board of Management of the Toronto Zoo,5,2023-09-22,Afternoon,14:10PM - 14:48PM,Y
2716,2022-2026,Jennifer,McKelvie,Board of Management of the Toronto Zoo,5,2023-09-22,Afternoon,14:10PM - 14:48PM,N
2717,2022-2026,Jamaal,Myers,Board of Management of the Toronto Zoo,5,2023-09-22,Afternoon,14:10PM - 14:48PM,N
2718,2022-2026,Brad,Bradford,Planning and Housing Committee,6,2023-09-28,Morning,09:37AM - 12:30PM,Y
2719,2022-2026,Josh,Matlow,Planning and Housing Committee,6,2023-09-28,Morning,09:37AM - 12:30PM,Y
2720,2022-2026,Jamaal,Myers,Planning and Housing Committee,6,2023-09-28,Morning,09:37AM - 12:30PM,Y
2721,2022-2026,Frances,Nunziata,Planning and Housing Committee,6,2023-09-28,Morning,09:37AM - 12:30PM,Y
2722,2022-2026,Gord,Perks,Planning and Housing Committee,6,2023-09-28,Morning,09:37AM - 12:30PM,Y
2723,2022-2026,Michael,Thompson,Planning and Housing Committee,6,2023-09-28,Morning,09:37AM - 12:30PM,Y
2724,2022-2026,Brad,Bradford,Planning and Housing Committee,6,2023-09-28,Afternoon,13:37PM - 15:06PM,Y
2725,2022-2026,Josh,Matlow,Planning and Housing Committee,6,2023-09-28,Afternoon,13:37PM - 15:06PM,Y
2726,2022-2026,Jamaal,Myers,Planning and Housing Committee,6,2023-09-28,Afternoon,13:37PM - 15:06PM,N
2727,2022-2026,Frances,Nunziata,Planning and Housing Committee,6,2023-09-28,Afternoon,13:37PM - 15:06PM,Y
2728,2022-2026,Gord,Perks,Planning and Housing Committee,6,2023-09-28,Afternoon,13:37PM - 15:06PM,Y
2729,2022-2026,Michael,Thompson,Planning and Housing Committee,6,2023-09-28,Afternoon,13:37PM - 15:06PM,Y
2730,2022-2026,Alejandra,Bravo,Striking Committee,3,2023-09-29,Morning,09:05AM - 09:17AM,Y
2731,2022-2026,Shelley,Carroll,Striking Committee,3,2023-09-29,Morning,09:05AM - 09:17AM,Y
2732,2022-2026,Ausma,Malik,Striking Committee,3,2023-09-29,Morning,09:05AM - 09:17AM,Y
2733,2022-2026,Jennifer,McKelvie,Striking Committee,3,2023-09-29,Morning,09:05AM - 09:17AM,Y
2734,2022-2026,Gord,Perks,Striking Committee,3,2023-09-29,Morning,09:05AM - 09:17AM,Y
2735,2022-2026,Shelley,Carroll,Debenture Committee,4,2023-09-29,Afternoon,13:01PM - 13:20PM,Y
2736,2022-2026,Olivia,Chow,Debenture Committee,4,2023-09-29,Afternoon,13:01PM - 13:20PM,Y
2737,2022-2026,Paul,Ainslie,General Government Committee,6,2023-10-02,Morning,09:43AM - 12:31PM,Y
2738,2022-2026,Jon,Burnside,General Government Committee,6,2023-10-02,Morning,09:43AM - 12:31PM,Y
2739,2022-2026,Lily,Cheng,General Government Committee,6,2023-10-02,Morning,09:43AM - 12:31PM,Y
2740,2022-2026,Vincent,Crisanti,General Government Committee,6,2023-10-02,Morning,09:43AM - 12:31PM,Y
2741,2022-2026,Stephen,Holyday,General Government Committee,6,2023-10-02,Morning,09:43AM - 12:31PM,Y
2742,2022-2026,Nick,Mantas,General Government Committee,6,2023-10-02,Morning,09:43AM - 12:31PM,Y
2743,2022-2026,Paul,Ainslie,General Government Committee,6,2023-10-02,Afternoon,12:41PM - 12:55PM,Y
2744,2022-2026,Jon,Burnside,General Government Committee,6,2023-10-02,Afternoon,12:41PM - 12:55PM,N
2745,2022-2026,Lily,Cheng,General Government Committee,6,2023-10-02,Afternoon,12:41PM - 12:55PM,Y
2746,2022-2026,Vincent,Crisanti,General Government Committee,6,2023-10-02,Afternoon,12:41PM - 12:55PM,Y
2747,2022-2026,Stephen,Holyday,General Government Committee,6,2023-10-02,Afternoon,12:41PM - 12:55PM,Y
2748,2022-2026,Nick,Mantas,General Government Committee,6,2023-10-02,Afternoon,12:41PM - 12:55PM,Y
2749,2022-2026,Paul,Ainslie,General Government Committee,6,2023-10-02,Afternoon,12:57PM - 12:59PM,Y
2750,2022-2026,Jon,Burnside,General Government Committee,6,2023-10-02,Afternoon,12:57PM - 12:59PM,N
2751,2022-2026,Lily,Cheng,General Government Committee,6,2023-10-02,Afternoon,12:57PM - 12:59PM,Y
2752,2022-2026,Vincent,Crisanti,General Government Committee,6,2023-10-02,Afternoon,12:57PM - 12:59PM,Y
2753,2022-2026,Stephen,Holyday,General Government Committee,6,2023-10-02,Afternoon,12:57PM - 12:59PM,Y
2754,2022-2026,Nick,Mantas,General Government Committee,6,2023-10-02,Afternoon,12:57PM - 12:59PM,Y
2755,2022-2026,Paul,Ainslie,Executive Committee,8,2023-10-03,Morning,09:34AM - 12:23PM,Y
2756,2022-2026,Alejandra,Bravo,Executive Committee,8,2023-10-03,Morning,09:34AM - 12:23PM,Y
2757,2022-2026,Shelley,Carroll,Executive Committee,8,2023-10-03,Morning,09:34AM - 12:23PM,Y
2758,2022-2026,Olivia,Chow,Executive Committee,8,2023-10-03,Morning,09:34AM - 12:23PM,Y
2759,2022-2026,Mike,Colle,Executive Committee,8,2023-10-03,Morning,09:34AM - 12:23PM,Y
2760,2022-2026,Paula,Fletcher,Executive Committee,8,2023-10-03,Morning,09:34AM - 12:23PM,Y
2761,2022-2026,Ausma,Malik,Executive Committee,8,2023-10-03,Morning,09:34AM - 12:23PM,Y
2762,2022-2026,Josh,Matlow,Executive Committee,8,2023-10-03,Morning,09:34AM - 12:23PM,Y
2763,2022-2026,Jennifer,McKelvie,Executive Committee,8,2023-10-03,Morning,09:34AM - 12:23PM,Y
2764,2022-2026,Amber,Morley,Executive Committee,8,2023-10-03,Morning,09:34AM - 12:23PM,Y
2765,2022-2026,Gord,Perks,Executive Committee,8,2023-10-03,Morning,09:34AM - 12:23PM,Y
2766,2022-2026,Alejandra,Bravo,Board of Health - Budget Committee,2,2023-10-04,Morning,09:33AM - 10:02AM,Y
2767,2022-2026,Chris,Moise,Board of Health - Budget Committee,2,2023-10-04,Morning,09:33AM - 10:02AM,Y
2768,2022-2026,Gord,Perks,Board of Health - Budget Committee,2,2023-10-04,Morning,09:33AM - 10:02AM,Y
2769,2022-2026,Alejandra,Bravo,Board of Health - Budget Committee,2,2023-10-04,Morning,10:03AM - 10:11AM,Y
2770,2022-2026,Chris,Moise,Board of Health - Budget Committee,2,2023-10-04,Morning,10:03AM - 10:11AM,Y
2771,2022-2026,Gord,Perks,Board of Health - Budget Committee,2,2023-10-04,Morning,10:03AM - 10:11AM,Y
2772,2022-2026,Alejandra,Bravo,Board of Health - Budget Committee,2,2023-10-04,Morning,10:12AM - 10:24AM,Y
2773,2022-2026,Chris,Moise,Board of Health - Budget Committee,2,2023-10-04,Morning,10:12AM - 10:24AM,Y
2774,2022-2026,Gord,Perks,Board of Health - Budget Committee,2,2023-10-04,Morning,10:12AM - 10:24AM,Y
2775,2022-2026,Jon,Burnside,Civic Appointments Committee,8,2023-10-05,Morning,09:38AM - 09:44AM,Y
2776,2022-2026,Lily,Cheng,Civic Appointments Committee,8,2023-10-05,Morning,09:38AM - 09:44AM,Y
2777,2022-2026,Chris,Moise,Civic Appointments Committee,8,2023-10-05,Morning,09:38AM - 09:44AM,Y
2778,2022-2026,Jamaal,Myers,Civic Appointments Committee,8,2023-10-05,Morning,09:38AM - 09:44AM,Y
2779,2022-2026,Gord,Perks,Civic Appointments Committee,8,2023-10-05,Morning,09:38AM - 09:44AM,Y
2780,2022-2026,Jon,Burnside,Civic Appointments Committee,8,2023-10-05,Morning,09:46AM - 12:21PM,Y
2781,2022-2026,Lily,Cheng,Civic Appointments Committee,8,2023-10-05,Morning,09:46AM - 12:21PM,Y
2782,2022-2026,Chris,Moise,Civic Appointments Committee,8,2023-10-05,Morning,09:46AM - 12:21PM,Y
2783,2022-2026,Jamaal,Myers,Civic Appointments Committee,8,2023-10-05,Morning,09:46AM - 12:21PM,Y
2784,2022-2026,Gord,Perks,Civic Appointments Committee,8,2023-10-05,Morning,09:46AM - 12:21PM,Y
2785,2022-2026,Jon,Burnside,Civic Appointments Committee,8,2023-10-05,Afternoon,12:22PM - 12:23PM,N
2786,2022-2026,Lily,Cheng,Civic Appointments Committee,8,2023-10-05,Afternoon,12:22PM - 12:23PM,Y
2787,2022-2026,Chris,Moise,Civic Appointments Committee,8,2023-10-05,Afternoon,12:22PM - 12:23PM,Y
2788,2022-2026,Jamaal,Myers,Civic Appointments Committee,8,2023-10-05,Afternoon,12:22PM - 12:23PM,Y
2789,2022-2026,Gord,Perks,Civic Appointments Committee,8,2023-10-05,Afternoon,12:22PM - 12:23PM,Y
2790,2022-2026,Brad,Bradford,CreateTO,7,2023-10-05,Afternoon,13:36PM - 14:28PM,Y
2791,2022-2026,Paula,Fletcher,CreateTO,7,2023-10-05,Afternoon,13:36PM - 14:28PM,Y
2792,2022-2026,Jon,Burnside,Civic Appointments Committee,8,2023-10-05,Afternoon,13:39PM - 13:40PM,N
2793,2022-2026,Lily,Cheng,Civic Appointments Committee,8,2023-10-05,Afternoon,13:39PM - 13:40PM,Y
2794,2022-2026,Chris,Moise,Civic Appointments Committee,8,2023-10-05,Afternoon,13:39PM - 13:40PM,Y
2795,2022-2026,Jamaal,Myers,Civic Appointments Committee,8,2023-10-05,Afternoon,13:39PM - 13:40PM,Y
2796,2022-2026,Gord,Perks,Civic Appointments Committee,8,2023-10-05,Afternoon,13:39PM - 13:40PM,Y
2797,2022-2026,Jon,Burnside,Civic Appointments Committee,8,2023-10-05,Afternoon,13:41PM - 15:00PM,N
2798,2022-2026,Lily,Cheng,Civic Appointments Committee,8,2023-10-05,Afternoon,13:41PM - 15:00PM,Y
2799,2022-2026,Chris,Moise,Civic Appointments Committee,8,2023-10-05,Afternoon,13:41PM - 15:00PM,Y
2800,2022-2026,Jamaal,Myers,Civic Appointments Committee,8,2023-10-05,Afternoon,13:41PM - 15:00PM,Y
2801,2022-2026,Gord,Perks,Civic Appointments Committee,8,2023-10-05,Afternoon,13:41PM - 15:00PM,Y
2802,2022-2026,Jon,Burnside,Civic Appointments Committee,8,2023-10-05,Afternoon,15:01PM - 15:10PM,N
2803,2022-2026,Lily,Cheng,Civic Appointments Committee,8,2023-10-05,Afternoon,15:01PM - 15:10PM,Y
2804,2022-2026,Chris,Moise,Civic Appointments Committee,8,2023-10-05,Afternoon,15:01PM - 15:10PM,Y
2805,2022-2026,Jamaal,Myers,Civic Appointments Committee,8,2023-10-05,Afternoon,15:01PM - 15:10PM,Y
2806,2022-2026,Gord,Perks,Civic Appointments Committee,8,2023-10-05,Afternoon,15:01PM - 15:10PM,Y
2807,2022-2026,Brad,Bradford,Toronto Parking Authority,6,2023-10-06,Morning,09:32AM - 11:11AM,Y
2808,2022-2026,Paula,Fletcher,Toronto Parking Authority,6,2023-10-06,Morning,09:32AM - 11:11AM,Y
2809,2022-2026,Gord,Perks,Toronto Preservation Board,10,2023-10-10,Morning,09:35AM - 13:11PM,Y
2810,2022-2026,Paul,Ainslie,City Council,11,2023-10-11,Morning,09:41AM - 12:26PM,Y
2811,2022-2026,Brad,Bradford,City Council,11,2023-10-11,Morning,09:41AM - 12:26PM,Y
2812,2022-2026,Alejandra,Bravo,City Council,11,2023-10-11,Morning,09:41AM - 12:26PM,Y
2813,2022-2026,Jon,Burnside,City Council,11,2023-10-11,Morning,09:41AM - 12:26PM,Y
2814,2022-2026,Shelley,Carroll,City Council,11,2023-10-11,Morning,09:41AM - 12:26PM,Y
2815,2022-2026,Lily,Cheng,City Council,11,2023-10-11,Morning,09:41AM - 12:26PM,Y
2816,2022-2026,Olivia,Chow,City Council,11,2023-10-11,Morning,09:41AM - 12:26PM,Y
2817,2022-2026,Mike,Colle,City Council,11,2023-10-11,Morning,09:41AM - 12:26PM,Y
2818,2022-2026,Vincent,Crisanti,City Council,11,2023-10-11,Morning,09:41AM - 12:26PM,Y
2819,2022-2026,Paula,Fletcher,City Council,11,2023-10-11,Morning,09:41AM - 12:26PM,Y
2820,2022-2026,Stephen,Holyday,City Council,11,2023-10-11,Morning,09:41AM - 12:26PM,Y
2821,2022-2026,Ausma,Malik,City Council,11,2023-10-11,Morning,09:41AM - 12:26PM,Y
2822,2022-2026,Nick,Mantas,City Council,11,2023-10-11,Morning,09:41AM - 12:26PM,Y
2823,2022-2026,Josh,Matlow,City Council,11,2023-10-11,Morning,09:41AM - 12:26PM,Y
2824,2022-2026,Jennifer,McKelvie,City Council,11,2023-10-11,Morning,09:41AM - 12:26PM,Y
2825,2022-2026,Chris,Moise,City Council,11,2023-10-11,Morning,09:41AM - 12:26PM,Y
2826,2022-2026,Amber,Morley,City Council,11,2023-10-11,Morning,09:41AM - 12:26PM,Y
2827,2022-2026,Jamaal,Myers,City Council,11,2023-10-11,Morning,09:41AM - 12:26PM,Y
2828,2022-2026,Frances,Nunziata,City Council,11,2023-10-11,Morning,09:41AM - 12:26PM,Y
2829,2022-2026,James,Pasternak,City Council,11,2023-10-11,Morning,09:41AM - 12:26PM,Y
2830,2022-2026,Gord,Perks,City Council,11,2023-10-11,Morning,09:41AM - 12:26PM,Y
2831,2022-2026,Anthony,Perruzza,City Council,11,2023-10-11,Morning,09:41AM - 12:26PM,Y
2832,2022-2026,Jaye,Robinson,City Council,11,2023-10-11,Morning,09:41AM - 12:26PM,Y
2833,2022-2026,Dianne,Saxe,City Council,11,2023-10-11,Morning,09:41AM - 12:26PM,Y
2834,2022-2026,Michael,Thompson,City Council,11,2023-10-11,Morning,09:41AM - 12:26PM,N
2835,2022-2026,Paul,Ainslie,City Council,11,2023-10-11,Afternoon,14:12PM - 17:31PM,Y
2836,2022-2026,Brad,Bradford,City Council,11,2023-10-11,Afternoon,14:12PM - 17:31PM,Y
2837,2022-2026,Alejandra,Bravo,City Council,11,2023-10-11,Afternoon,14:12PM - 17:31PM,Y
2838,2022-2026,Jon,Burnside,City Council,11,2023-10-11,Afternoon,14:12PM - 17:31PM,Y
2839,2022-2026,Shelley,Carroll,City Council,11,2023-10-11,Afternoon,14:12PM - 17:31PM,Y
2840,2022-2026,Lily,Cheng,City Council,11,2023-10-11,Afternoon,14:12PM - 17:31PM,Y
2841,2022-2026,Olivia,Chow,City Council,11,2023-10-11,Afternoon,14:12PM - 17:31PM,Y
2842,2022-2026,Mike,Colle,City Council,11,2023-10-11,Afternoon,14:12PM - 17:31PM,Y
2843,2022-2026,Vincent,Crisanti,City Council,11,2023-10-11,Afternoon,14:12PM - 17:31PM,Y
2844,2022-2026,Paula,Fletcher,City Council,11,2023-10-11,Afternoon,14:12PM - 17:31PM,Y
2845,2022-2026,Stephen,Holyday,City Council,11,2023-10-11,Afternoon,14:12PM - 17:31PM,Y
2846,2022-2026,Ausma,Malik,City Council,11,2023-10-11,Afternoon,14:12PM - 17:31PM,Y
2847,2022-2026,Nick,Mantas,City Council,11,2023-10-11,Afternoon,14:12PM - 17:31PM,Y
2848,2022-2026,Josh,Matlow,City Council,11,2023-10-11,Afternoon,14:12PM - 17:31PM,Y
2849,2022-2026,Jennifer,McKelvie,City Council,11,2023-10-11,Afternoon,14:12PM - 17:31PM,Y
2850,2022-2026,Chris,Moise,City Council,11,2023-10-11,Afternoon,14:12PM - 17:31PM,Y
2851,2022-2026,Amber,Morley,City Council,11,2023-10-11,Afternoon,14:12PM - 17:31PM,Y
2852,2022-2026,Jamaal,Myers,City Council,11,2023-10-11,Afternoon,14:12PM - 17:31PM,Y
2853,2022-2026,Frances,Nunziata,City Council,11,2023-10-11,Afternoon,14:12PM - 17:31PM,Y
2854,2022-2026,James,Pasternak,City Council,11,2023-10-11,Afternoon,14:12PM - 17:31PM,Y
2855,2022-2026,Gord,Perks,City Council,11,2023-10-11,Afternoon,14:12PM - 17:31PM,Y
2856,2022-2026,Anthony,Perruzza,City Council,11,2023-10-11,Afternoon,14:12PM - 17:31PM,Y
2857,2022-2026,Jaye,Robinson,City Council,11,2023-10-11,Afternoon,14:12PM - 17:31PM,Y
